DB.Class.Key,Symbol.x,Symbol.y
49395127,Zbtb40,ZBTB40
49395128,Acap3,ACAP3
49395129,AI597479,C2orf49
49395130,Uqcrfs1,UQCRFS1P1
49395131,Nedd1,NEDD1
49395132,Lgi4,LGI4
49395133,Lgi1,LGI1
49395134,Cabin1,CABIN1
49395135,Arid1a,ARID1A
49395136,Pank1,PANK1
49395137,Etl4,KIAA1217
49395138,Atp11c,ATP11C
49395139,Ccdc137,CCDC137
49395140,Bbs2,BBS2
49395141,Tm7sf3,TM7SF3
49395142,Ywhab,YWHAB
49395143,Srl,SRL
49395144,Ttc28,TTC28
49395145,Lrch1,LRCH1
49395146,Zmiz1,ZMIZ1
49395147,Grhpr,GRHPR
49395148,Hs6st2,HS6ST2
49395149,Itga6,ITGA6
49395150,Cyc1,CYC1
49395151,Phf14,PHF14
49395152,Pnrc2,PNRC2
49395153,Polr3a,POLR3A
49395154,Bend6,BEND6
49395155,Ak8,AK8
49395156,Tubgcp2,TUBGCP2
49395157,Ace,ACE
49395158,Cenpp,CENPP
49395159,Timm17a,TIMM17A
49395160,Tor1aip1,TOR1AIP1
49395161,Tor1aip2,TOR1AIP2
49395162,Cdc42bpa,CDC42BPA
49395163,Nde1,NDE1
49395164,Magi2,MAGI2
49395165,Fignl1,FIGNL1
49395166,Alpk2,ALPK2
49395167,Col13a1,COL13A1
49395168,Natd1,NATD1
49395169,Nt5dc2,NT5DC2
49395170,Pik3cb,PIK3CB
49395171,Tmem39a,TMEM39A
49395172,Smc2,SMC2
49395173,Filip1,FILIP1
49395174,Lasp1,LASP1
49395175,Pcca,PCCA
49395176,Gal3st4,GAL3ST4
49395177,Wbp1l,WBP1L
49395178,Troap,TROAP
49395179,Mtfr2,MTFR2
49395180,Ywhah,YWHAH
49395181,Spred2,SPRED2
49395182,Plxnb1,PLXNB1
49395183,Flrt3,FLRT3
49395184,Dock7,DOCK7
49395185,Itm2b,ITM2B
49395186,Cep85,CEP85
49395187,Ifrd2,IFRD2
49395188,Sppl3,SPPL3
49395190,Zkscan7,ZNF852
49395212,Tcaf2,TCAF2C
49395213,Tcaf1,TCAF1
49395215,Rpn2,RPN2
49395216,Prr36,PRR36
49395217,Klhdc4,KLHDC4
49395218,Zfp618,ZNF618
49395219,Tbc1d30,TBC1D30
49395220,Sin3a,SIN3A
49395221,Pum1,PUM1
49395222,Cd248,CD248
49395223,Igf2bp1,IGF2BP1
49395224,Ttc38,TTC38
49395225,Astl,ASTL
49395226,Glyr1,GLYR1
49395227,Hira,HIRA
49395228,Uhrf1,UHRF1
49395229,Setd2,SETD2
49395230,Sult1e1,SULT1E1
49395231,Sult1b1,SULT1B1
49395232,Flna,FLNA
49395233,Mphosph10,MPHOSPH10
49395234,Prickle1,PRICKLE1
49395235,Hip1,HIP1
49395236,Nfyc,NFYC
49395237,Lsg1,LSG1
49395238,P2rx3,P2RX3
49395239,Fbxo34,FBXO34
49395240,Ylpm1,YLPM1
49395241,Riok1,RIOK1
49395242,Mtg2,MTG2
49395243,Slc27a2,SLC27A2
49395244,Gon4l,YY1AP1
49395245,Crtc2,CRTC2
49395246,Kifap3,KIFAP3
49395247,Fbln1,FBLN1
49395248,Fbn2,FBN2
49395249,Kdm2b,KDM2B
49395250,Fbxl2,FBXL2
49395251,Ecpas,ECPAS
49395252,Fbxo11,FBXO11
49395253,Fbxo30,FBXO30
49395254,Fbxo36,FBXO36
49395255,Fbxo44,FBXO44
49395256,Fbxo6,FBXO6
49395257,Tbx2,TBX2
49395258,Arl4c,ARL4C
49395259,Prodh,PRODH
49395260,Zfp280c,ZNF280C
49395261,Zfp280d,ZNF280D
49395262,Zfp280b,ZNF280B
49395263,Zdhhc15,ZDHHC15
49395264,Snx12,SNX12
49395265,Mtx2,MTX2
49395266,Grcc10,C12orf57
49395267,Vkorc1,VKORC1
49395268,Slc35c1,SLC35C1
49395269,Cc2d2a,CC2D2A
49395270,Arl4d,ARL4D
49395271,Chi3l1,CHI3L1
49395272,Lmo7,LMO7
49395273,Pik3r5,PIK3R5
49395274,Stard7,STARD7
49395275,Trim27,TRIM27
49395276,Trim7,TRIM7
49395277,Trim50,TRIM50
49395278,Utp23,UTP23
49395279,Jpt2,JPT2
49395280,Ndrg3,NDRG3
49395281,Eif4ebp1,EIF4EBP1
49395282,Hexb,HEXB
49395283,Zswim5,ZSWIM5
49395284,Zbtb2,ZBTB2
49395285,Vapb,VAPB
49395286,Ptp4a2,PTP4A2
49395287,Ndufaf3,NDUFAF3
49395288,Galnt1,GALNT1
49395289,Slc35e1,SLC35E1
49395290,Pdcl,PDCL
49395291,Dcaf15,DCAF15
49395292,Ndufaf8,NDUFAF8
49395293,Lmnb1,LMNB1
49395294,Tmem154,TMEM154
49395295,Scoc,SCOC
49395296,Ube2h,UBE2H
49395297,Zmym2,ZMYM2
49395298,Flvcr2,FLVCR2
49395299,Hspa4l,HSPA4L
49395300,Pou2f1,POU2F1
49395301,Ap1g2,AP1G2
49395302,Midn,MIDN
49395303,Senp7,SENP7
49395304,Rnf214,RNF214
49395305,Lmbrd1,LMBRD1
49395306,Dync1li2,DYNC1LI2
49395307,Cdkn2aipnl,CDKN2AIPNL
49395308,Top2a,TOP2A
49395309,Pgm3,PGM3
49395310,Slc35b4,SLC35B4
49395311,Myom2,MYOM2
49395312,Rnaseh2c,RNASEH2C
49395313,Dusp11,DUSP11
49395314,Atp8b2,ATP8B2
49395315,Hspb8,HSPB8
49395316,Gdi2,GDI2
49395317,Prdm16,PRDM16
49395318,Rnaset2a,RNASET2
49395319,Rnaset2b,RNASET2
49395320,Plekhg6,PLEKHG6
49395321,Rpp38,RPP38
49395322,Tfcp2,TFCP2
49395323,Khsrp,KHSRP
49395324,Slc27a1,SLC27A1
49395325,Akap10,AKAP10
49395326,Plcxd3,PLCXD3
49395327,Zfp217,ZNF217
49395328,Mboat1,MBOAT1
49395329,Slc52a2,SLC52A2
49395330,Dusp23,DUSP23
49395331,Gas2l3,GAS2L3
49395332,Poldip2,POLDIP2
49395333,Tgm2,TGM2
49395334,Nle1,NLE1
49395335,Nsd2,NSD2
49395336,Nipbl,NIPBL
49395337,Insm1,INSM1
49395338,Aspm,ASPM
49395339,Fignl2,FIGNL2
49395340,Lrpprc,LRPPRC
49395341,Gyg1,GYG1
49395342,Urb2,URB2
49395343,Pknox1,PKNOX1
49395344,Mex3b,MEX3B
49395345,3425401B19Rik,C10orf71
49395346,Atf5,ATF5
49395347,Stt3b,STT3B
49395348,Fmo1,FMO1
49395349,Fmo2,FMO2
49395352,Fmo4,FMO4
49395353,Fmo3,FMO3
49395354,Fmo6,FMO6P
49395355,Mtmr14,MTMR14
49395356,Wnk1,WNK1
49395357,Tns2,TNS2
49395358,Eloa,ELOA
49395359,Klc2,KLC2
49395360,Dbx1,DBX1
49395361,Lmnb2,LMNB2
49395362,Ap3m2,AP3M2
49395363,Gtf2a1,GTF2A1
49395364,Bin3,BIN3
49395365,Tsc2,TSC2
49395366,Rasl2-9,RAN
49395367,1700009N14Rik,RAN
49395368,Ran,RAN
49395369,Prdm14,PRDM14
49395370,Mon2,MON2
49395371,Rnasek,RNASEK
49395372,Exo1,EXO1
49395373,Emilin1,EMILIN1
49395374,Tmem129,TMEM129
49395375,Bcar1,BCAR1
49395376,Ski,SKI
49395377,Zpr1,ZPR1
49395378,Stag2,STAG2
49395379,Tm2d3,TM2D3
49395380,Fbxo38,FBXO38
49395381,Adi1,ADI1
49395382,Dyrk2,DYRK2
49395383,Podxl,PODXL
49395384,Ppm1b,PPM1B
49395385,Tle2,TLE2
49395386,Sp1,SP1
49395387,Snrpa,SNRPA
49395388,Zfp384,ZNF384
49395389,Abcb7,ABCB7
49395390,Fuca2,FUCA2
49395391,Rfx7,RFX7
49395392,Myt1,MYT1
49395393,Iqgap2,IQGAP2
49395394,Tmem209,TMEM209
49395395,Ska1,SKA1
49395396,Puf60,PUF60
49395397,Txlna,TXLNA
49395398,Agpat4,AGPAT4
49395399,Apool,APOOL
49395400,Fanci,FANCI
49395401,Lpgat1,LPGAT1
49395402,Mtres1,MTRES1
49395403,Tmem263,TMEM263
49395404,Rasl11b,RASL11B
49395405,Ypel2,YPEL2
49395406,Nus1,NUS1
49395407,Chkb,CHKB
49395408,Ptpn3,PTPN3
49395409,Cdk16,CDK16
49395410,Sypl1,SYPL1
49395411,Sypl2,SYPL2
49395412,Suco,SUCO
49395413,Med16,MED16
49395414,Trim37,TRIM37
49395415,Cstf1,CSTF1
49395416,Far1,FAR1
49395417,Lrrc8c,LRRC8C
49395418,Meis3,MEIS3P1
49395419,Rnf10,RNF10
49395420,Erf,ERF
49395421,Qser1,QSER1
49395422,Dennd2a,DENND2A
49395423,Klf10,KLF10
49395424,Galnt6,GALNT6
49395425,Ptpa,PTPA
49395426,Ska3,SKA3
49395427,Mllt11,MLLT11
49395428,Nog,NOG
49395429,Gmfb,GMFB
49395430,Psd2,PSD2
49395431,Slc37a4,SLC37A4
49395432,Bri3,BRI3
49395433,Agap3,AGAP3
49395434,Faf1,FAF1
49395435,Zfp609,ZNF609
49395436,Xpo4,XPO4
49395437,Lbx2,LBX2
49395438,Jph3,JPH3
49395439,Lpp,LPP
49395440,Slc6a6,SLC6A6
49395441,Chd1,CHD1
49395442,Rad54l2,RAD54L2
49395443,Hmox1,HMOX1
49395444,Slc35e2,SLC35E2A
49395445,Kifc5b,KIFC1
49395446,Kifc1,KIFC1
49395447,Nob1,NOB1
49395448,Pan2,PAN2
49395449,Fgfr3,FGFR3
49395450,Tbc1d8b,TBC1D8B
49395451,Ilf3,ILF3
49395452,Slc2a1,SLC2A1
49395453,Tpd52l2,TPD52L2
49395454,Mmachc,MMACHC
49395455,Eme1,EME1
49395456,Ddah1,DDAH1
49395457,Zmat2,ZMAT2
49395458,Bptf,BPTF
49395459,Nr2e1,NR2E1
49395460,Son,SON
49395461,Taf2,TAF2
49395462,Wdtc1,WDTC1
49395463,Ints10,INTS10
49395464,Phldb2,PHLDB2
49395465,Amt,AMT
49395466,Fam13a,FAM13A
49395467,Letm1,LETM1
49395468,Suz12,SUZ12
49395469,Cenpt,CENPT
49395470,Fermt1,FERMT1
49395471,Zc3h11a,ZC3H11A
49395472,Psip1,PSIP1
49395473,Sclt1,SCLT1
49395474,Cyb5r3,CYB5R3
49395475,Pprc1,PPRC1
49395476,Exosc3,EXOSC3
49395477,Megf10,MEGF10
49395478,Klhl20,KLHL20
49395479,Plekha1,PLEKHA1
49395480,Rasgef1b,RASGEF1B
49395481,Cdv3,CDV3
49395482,Psmd12,PSMD12
49395483,Marcks,MARCKS
49395484,Sox6,SOX6
49395485,Agpat5,AGPAT5
49395486,Renbp,RENBP
49395487,Nt5c2,NT5C2
49395488,Extl2,EXTL2
49395489,Hsd3b7,HSD3B7
49395490,Wdr81,WDR81
49395491,Cdt1,CDT1
49395492,Rif1,RIF1
49395493,Mphosph8,MPHOSPH8
49395494,Limch1,LIMCH1
49395495,Gdap2,GDAP2
49395496,Glrx,GLRX
49395497,Mre11a,MRE11
49395498,Coq10b,COQ10B
49395499,Colq,COLQ
49395500,Ubl3,UBL3
49395501,Mllt3,MLLT3
49395502,Dicer1,DICER1
49395503,Mbd1,MBD1
49395504,Hoxb7,HOXB7
49395505,Ttll13,TTLL13
49395506,Ttll6,TTLL6
49395507,Tnfrsf14,TNFRSF14
49395508,Ankrd27,ANKRD27
49395509,Reep3,REEP3
49395510,Bloc1s5,BLOC1S5
49395511,Ppp6r3,PPP6R3
49395512,2310057M21Rik,C10orf88
49395513,Ptprn,PTPRN
49395514,Mthfsd,MTHFSD
49395516,Tesc,TESC
49395517,Arid4a,ARID4A
49395518,Chfr,CHFR
49395519,E2f7,E2F7
49395520,Med13,MED13
49395521,Acads,ACADS
49395522,Ctsh,CTSH
49395523,Rccd1,RCCD1
49395524,Sec22a,SEC22A
49395525,Firrm,FIRRM
49395526,Slc22a23,SLC22A23
49395527,Lmo4,LMO4
49395528,Naa40,NAA40
49395529,Zcchc24,ZCCHC24
49395530,Fnip1,FNIP1
49395531,Swap70,SWAP70
49395532,Nedd9,NEDD9
49395533,Pofut2,POFUT2
49395534,Ciapin1,CIAPIN1
49395535,Tbl1xr1,TBL1XR1
49395536,Hacd4,HACD4
49395537,Sema7a,SEMA7A
49395538,Zfp503,ZNF503
49395539,Zfp281,ZNF281
49395540,Gpbp1l1,GPBP1L1
49395541,Usp7,USP7
49395542,Magt1,MAGT1
49395543,Adgrg5,ADGRG5
49395544,Adgrg1,ADGRG1
49395545,Tspan17,TSPAN17
49395546,Plpp5,PLPP5
49395547,Plpp4,PLPP4
49395548,Acod1,ACOD1
49395549,Dclre1a,DCLRE1A
49395550,Kin,KIN
49395551,Polh,POLH
49395552,Orc4,ORC4
49395553,Scaf8,SCAF8
49395554,Trim63,TRIM63
49395555,Gpalpp1,GPALPP1
49395556,Smarcb1,SMARCB1
49395557,Gas2l1,GAS2L1
49395558,Kifc3,KIFC3
49395559,Bnc1,BNC1
49395560,Hnrnpu,HNRNPU
49395561,Trub2,TRUB2
49395562,Epha7,EPHA7
49395563,Rps6kb1,RPS6KB1
49395564,Ptprn2,PTPRN2
49395565,Tsr1,TSR1
49395566,Tnik,TNIK
49395567,Cab39l,CAB39L
49395568,Ctr9,CTR9
49395569,Prr14,PRR14
49395570,Septin6,SEPTIN6
49395571,Faap20,FAAP20
49395572,Thoc5,THOC5
49395573,Mon1b,MON1B
49395574,Srfbp1,SRFBP1
49395575,Lman1,LMAN1
49395576,Trrap,TRRAP
49395577,Src,SRC
49395578,Rab11a,RAB11A
49395579,Mks1,MKS1
49395580,Mat2b,MAT2B
49395581,Pld6,PLD6
49395582,Utp15,UTP15
49395583,Ufd1,UFD1
49395584,Kif3a,KIF3A
49395585,Sh3glb1,SH3GLB1
49395586,Pcdh10,PCDH10
49395587,Gtpbp6,GTPBP6
49395588,Napepld,NAPEPLD
49395589,Fgfr2,FGFR2
49395590,Mms22l,MMS22L
49395591,Phf12,PHF12
49395592,Sacm1l,SACM1L
49395593,Slc35a4,SLC35A4
49395594,Ankrd13c,ANKRD13C
49395595,Elapor2,ELAPOR2
49395596,Inppl1,INPPL1
49395597,Pde12,PDE12
49395598,Arhgap27,ARHGAP27
49395599,C1galt1c1,C1GALT1C1
49395600,Kifbp,KIFBP
49395601,Ankrd11,ANKRD11
49395602,Mkln1,MKLN1
49395603,Nabp1,NABP1
49395604,Ppp4r3a,PPP4R3A
49395605,Rph3a,RPH3A
49395606,Ddx31,DDX31
49395607,Rab18,RAB18
49395608,Map1s,MAP1S
49395609,Cbx5,CBX5
49395610,Greb1l,GREB1L
49395611,Tapt1,TAPT1
49395612,Slc3a2,SLC3A2
49395613,Rbm26,RBM26
49395614,Stard3,STARD3
49395615,Gm7324,RBMX
49395616,Rbmxl1,RBMX
49395617,Rbmxl2,RBMXL2
49395618,Rbmx,RBMX
49395619,Serbp1,SERBP1
49395620,Rnf8,RNF8
49395621,Efcab7,EFCAB7
49395622,Plekha8,PLEKHA8
49395623,Pde4c,PDE4C
49395624,Dhx57,DHX57
49395625,Pop5,POP5
49395626,Mob3a,MOB3A
49395627,Mettl26,METTL26
49395628,Acbd6,ACBD6
49395629,Scrt2,SCRT2
49395630,Ston2,STON2
49395631,Dync1li1,DYNC1LI1
49395632,Slc25a37,SLC25A37
49395633,Casp8ap2,CASP8AP2
49395634,Rasal2,RASAL2
49395635,Mark2,MARK2
49395636,Sptlc1,SPTLC1
49395637,Larp1b,LARP1B
49395638,Katnbl1,KATNBL1
49395639,R3hcc1l,R3HCC1L
49395640,Nrip1,NRIP1
49395641,Spsb3,SPSB3
49395642,Fyttd1,FYTTD1
49395643,Ube2a,UBE2A
49395644,Tmem260,TMEM260
49395645,Tagln3,TAGLN3
49395646,Vamp5,VAMP5
49395647,Cherp,CHERP
49395648,Shh,SHH
49395649,Pcdh19,PCDH19
49395650,Pars2,PARS2
49395651,Ppp5c,PPP5C
49395652,Senp6,SENP6
49395653,Metap1,METAP1
49395654,Snap29,SNAP29
49395655,Fryl,FRYL
49395656,Zswim7,ZSWIM7
49395657,Trap1,TRAP1
49395658,Hmg20b,HMG20B
49395659,Pcnt,PCNT
49395660,Tspear,TSPEAR
49395661,Dlat,DLAT
49395662,Pof1b,POF1B
49395663,Guf1,GUF1
49395664,Zfp598,ZNF598
49395665,Tmed4,TMED4
49395666,Dnal1,DNAL1
49395667,Fgf4,FGF4
49395668,Nrarp,NRARP
49395669,Wdr26,WDR26
49395670,Metrnl,METRNL
49395671,Cops4,COPS4
49395672,Tmem63b,TMEM63B
49395673,Ehbp1,EHBP1
49395674,Rnf169,RNF169
49395675,Nkx2-9,NKX2-8
49395676,Rpl27,RPL27
49395677,Rab4a,RAB4A
49395678,Slu7,SLU7
49395679,Rps2,RPS2
49395680,Ildr1,ILDR1
49395681,Plod1,PLOD1
49395682,Gfm1,GFM1
49395683,Serp1,SERP1
49395684,Ms4a4a,MS4A4A
49395686,Ms4a18,MS4A18
49395688,Ms4a8a,MS4A8
49395690,Fktn,FKTN
49395691,Fcer1g,FCER1G
49395692,Pfas,PFAS
49395693,Lcor,LCOR
49395694,Pisd,PISD
49395695,Trp53rka,TP53RK
49395696,Rpl13a,RPL13A
49395697,Spryd7,SPRYD7
49395698,Nolc1,NOLC1
49395699,Slc66a3,SLC66A3
49395700,Zbtb48,ZBTB48
49395701,Ext1,EXT1
49395702,Arid1b,ARID1B
49395703,Zmynd19,ZMYND19
49395704,Hoxa9,HOXA9
49395705,Gbx2,GBX2
49395706,Snrnp48,SNRNP48
49395707,S100a16,S100A16
49395708,Selenoo,SELENOO
49395709,Msl1,MSL1
49395710,S1pr5,S1PR5
49395711,Tbc1d10a,TBC1D10A
49395712,Ece1,ECE1
49395713,Dhx37,DHX37
49395714,Zc3h7b,ZC3H7B
49395715,Mat2a,MAT2A
49395716,Mtif3,MTIF3
49395717,Sumo1,SUMO1
49395718,Lrrc4c,LRRC4C
49395719,Nucks1,NUCKS1
49395720,Naf1,NAF1
49395721,Stc2,STC2
49395722,Gtf2f1,GTF2F1
49395723,Sar1a,SAR1A
49395724,Ecsit,ECSIT
49395725,Agpat3,AGPAT3
49395726,Herc2,HERC2
49395727,Traf2,TRAF2
49395728,Ccna1,CCNA1
49395729,Eif2b5,EIF2B5
49395730,Tfip11,TFIP11
49395731,Eif4enif1,EIF4ENIF1
49395732,Tmem51,TMEM51
49395733,Tpsg1,TPSG1
49395734,Prss30,PRSS30P
49395735,Prss27,PRSS27
49395736,Hrob,HROB
49395737,Pgam1,PGAM1
49395739,Gk5,GK5
49395740,Pcmtd1,PCMTD1
49395741,Top1,TOP1
49395742,Spg7,SPG7
49395743,Micall2,MICALL2
49395744,Ccdc18,CCDC18
49395745,Agps,AGPS
49395746,Rfng,RFNG
49395747,Acat1,ACAT1
49395748,Ppp6r2,PPP6R2
49395749,Dcun1d1,DCUN1D1
49395750,Tes3-ps,DCUN1D1
49395751,Bag4,BAG4
49395752,Nanog,NANOGP1
49395753,Cavin1,CAVIN1
49395754,Tbp,TBP
49395755,Nck2,NCK2
49395756,2310061I04Rik,C6orf136
49395757,Rnpepl1,RNPEPL1
49395758,Zfhx3,ZFHX3
49395759,Nup153,NUP153
49395760,Fkbp14,FKBP14
49395761,Cidec,CIDEC
49395762,Prom2,PROM2
49395763,Hnrnpab,HNRNPAB
49395764,Mgam,MGAM
49395765,Sis,SI
49395766,Mgam2-ps,MGAM2
49395767,Rimoc1,RIMOC1
49395768,Olfm5,OLFM5P
49395769,Olfm4,OLFM4
49395770,Slc13a5,SLC13A5
49395771,Hexim1,HEXIM1
49395772,Hexim2,HEXIM2
49395773,Timm13,TIMM13
49395774,Mfsd12,MFSD12
49395775,C1s1,C1S
49395776,C1s2,C1S
49395777,Nupr1,NUPR1
49395778,Slc15a1,SLC15A1
49395779,Fbxo28,FBXO28
49395780,Chpt1,CHPT1
49395781,Tsku,TSKU
49395782,Rasa1,RASA1
49395783,Sgpp1,SGPP1
49395784,Slc41a1,SLC41A1
49395785,Slc2a9,SLC2A9
49395786,Rdh13,RDH13
49395787,Habp2,HABP2
49395788,Zc3hav1,ZC3HAV1
49395789,Sst,SST
49395790,Gsto1,GSTO1
49395791,Akr1c19,AKR1C2
49395792,Akr1cl,AKR1C2
49395793,Abcg2,ABCG2
49395794,Abcg3,ABCG2
49395795,Ifi44l,IFI44L
49395796,Cnot7,CNOT7
49395797,Hipk3,HIPK3
49395798,C130074G19Rik,C1orf115
49395799,Gramd4,GRAMD4
49395800,Sac3d1,SAC3D1
49395801,Laptm4b,LAPTM4B
49395802,Eci3,ECI2
49395803,Eci2,ECI2
49395804,Zfp518a,ZNF518A
49395805,Zxdc,ZXDC
49395806,Zxdb,ZXDA
49395807,Mier2,MIER2
49395808,Hhip,HHIP
49395809,Fdx2,FDX2
49395810,Slc14a1,SLC14A1
49395811,Slc14a2,SLC14A2
49395812,Yod1,YOD1
49395813,Alms1,ALMS1
49395814,Zdhhc24,ZDHHC24
49395815,Suv39h1,SUV39H1
49395816,Tnks,TNKS
49395817,Pxmp4,PXMP4
49395818,Blzf1,BLZF1
49395819,Nf1,NF1
49395820,Tmed10,TMED10
49395821,Ppp1cc,PPP1CC
49395822,Esf1,ESF1
49395823,Ppp4r2,PPP4R2
49395824,Pip4p1,PIP4P1
49395825,Gramd1c,GRAMD1C
49395826,Ing2,ING2
49395827,Rbm46,RBM46
49395828,Zfp839,ZNF839
49395829,Rbm12b1,RBM12B
49395830,Rbm12b2,RBM12B
49395831,Arhgap21,ARHGAP21
49395832,Eef1e1,EEF1E1
49395833,Zfp977,ZNF670
49395834,Malsu1,MALSU1
49395835,Rbms1,RBMS1
49395836,Mn1,MN1
49395837,Pacsin1,PACSIN1
49395838,Arl8a,ARL8A
49395839,Edc4,EDC4
49395840,Rpusd1,RPUSD1
49395841,Oga,OGA
49395842,Ola1,OLA1
49395843,Zfp740,ZNF740
49395844,Cby1,CBY1
49395845,Cby3,CBY3
49395846,Rpl31,RPL31
49395847,Decr1,DECR1
49395848,Gopc,GOPC
49395849,Nat9,NAT9
49395850,Hmg20a,HMG20A
49395851,Pnkp,PNKP
49395852,Ccnk,CCNK
49395853,Tmem106a,TMEM106A
49395854,C1qtnf2,C1QTNF2
49395855,Ier5l,IER5L
49395856,Lrrc47,LRRC47
49395857,Creb3l2,CREB3L2
49395858,Frmd3,FRMD3
49395860,Slc40a1,SLC40A1
49395861,Fezf2,FEZF2
49395862,Nr5a2,NR5A2
49395863,Nr5a1,NR5A1
49395864,Fgd4,FGD4
49395865,Fgd5,FGD5
49395866,Fgf1,FGF1
49395867,Fgf11,FGF11
49395868,Fgf12,FGF12
49395869,Fgf13,FGF13
49395870,Fgf17,FGF17
49395871,Fgf18,FGF18
49395872,Fgf6,FGF6
49395873,Fgfbp1,FGFBP1
49395874,Cep43,CEP43
49395875,Fgfrl1,FGFRL1
49395876,Fgl1,FGL1
49395877,Fgl2,FGL2
49395878,Aptx,APTX
49395880,Tmem178b,TMEM178B
49395881,Pgd,PGD
49395882,Rbm25,RBM25
49395883,Grip2,GRIP2
49395884,Zfp710,ZNF710
49395885,Mycl,MYCLP1
49395886,Rbm44,RBM44
49395887,Cars2,CARS2
49395888,Ice1,ICE1
49395889,Twnk,TWNK
49395890,Memo1,MEMO1
49395891,Dsp,DSP
49395892,Tuba8,TUBA8
49395893,Tubal3,TUBAL3
49395894,Cited1,CITED1
49395895,Irag2,IRAG2
49395896,Rrad,RRAD
49395897,Sybu,SYBU
49395898,Zpld2,ZPLD2P
49395899,Tufm,TUFM
49395900,Rnmt,RNMT
49395901,Mettl16,METTL16
49395902,Cntn5,CNTN5
49395903,Jade1,JADE1
49395904,Nepro,RMP64
49395905,Slc12a8,SLC12A8
49395906,Rasa2,RASA2
49395907,Wiz,WIZ
49395908,F10,F10
49395909,Atf6,ATF6
49395911,Cracd,CRACD
49395912,Psat1,PSAT1
49395913,Usp37,USP37
49395914,Pdlim2,PDLIM2
49395915,Gabpb2,GABPB2
49395916,Traf6,TRAF6
49395917,Cfdp1,CFDP1
49395918,Usp42,USP42
49395919,Bub1b,BUB1B
49395920,Ankrd12,ANKRD12
49395921,Ccdc82,CCDC82
49395922,Kat7,KAT7
49395923,Hirip3,HIRIP3
49395924,Atad2,ATAD2
49395925,Rab3d,RAB3D
49395926,Ppp1r3g,PPP1R3G
49395927,Grm4,GRM4
49395928,Prx,PRX
49395929,Il1rapl1,IL1RAPL1
49395930,Snapc4,SNAPC4
49395931,Mep1b,MEP1B
49395932,Tk1,TK1
49395933,Ints14,INTS14
49395934,Triobp,TRIOBP
49395935,Fem1a,FEM1A
49395936,Fem1al,FEM1A
49395937,Rsf1,RSF1
49395938,Pabpc1l,PABPC1L
49395939,Phf20l1,PHF20L1
49395940,Spns2,SPNS2
49395941,Kpna7,KPNA7
49395942,Zfp652,ZNF652
49395943,Mrps16,MRPS16
49395944,Gnai2,GNAI2
49395945,Osbpl5,OSBPL5
49395946,Zfp36l2,ZFP36L2
49395947,Zdhhc13,ZDHHC13
49395948,Tmem30a,TMEM30A
49395949,Leng9,LENG9
49395950,Twsg1,TWSG1
49395951,Ginm1,GINM1
49395952,Slc20a2,SLC20A2
49395953,Ssh1,SSH1
49395954,Xpo6,XPO6
49395955,Smim12,SMIM12
49395956,Vwa1,VWA1
49395957,Rbm38,RBM38
49395958,Dtx3,DTX3
49395959,Brdt,BRDT
49395960,Mier1,MIER1
49395961,Il11ra2,IL11RA
49395962,Il11ra3,IL11RA
49395963,Il11ra1,IL11RA
49395964,Exoc3,EXOC3
49395965,Ahnak,AHNAK
49395966,Zfp438,ZNF438
49395967,Tle3,TLE3
49395968,Gtpbp4,GTPBP4
49395969,Proser3,PROSER3
49395970,Taf5l,TAF5L
49395971,Tbc1d16,TBC1D16
49395972,Pbx1,PBX1
49395973,Manea,MANEA
49395974,Rnf168,RNF168
49395976,Gdpd5,GDPD5
49395977,Naa15,NAA15
49395978,Myot,MYOT
49395979,Tmem39b,TMEM39B
49395980,Bcan,BCAN
49395981,AW554918,KIAA1328
49395982,Sash1,SASH1
49395983,Lrrc40,LRRC40
49395984,Ankrd54,ANKRD54
49395985,Igbp1b,IGBP1C
49395986,Igbp1,IGBP1C
49395987,Ankle2,ANKLE2
49395988,Fam43a,FAM43A
49395989,Mknk2,MKNK2
49395990,Ash1l,ASH1L
49395991,Ror1,ROR1
49395992,Baz1a,BAZ1A
49395993,Hgs,HGS
49395994,Aldh8a1,ALDH8A1
49395995,Tmem131l,TMEM131L
49395996,Bmp15,BMP15
49395997,Spsb1,SPSB1
49395998,Acp2,ACP2
49395999,Napg,NAPG
49396000,Rnf34,RNF34
49396001,Asb3,GPR75-ASB3
49396002,Prrc1,PRRC1
49396003,Zranb1,ZRANB1
49396004,Ppp1r12c,PPP1R12C
49396005,Mlst8,MLST8
49396006,Entpd3,ENTPD3
49396007,Sox1,SOX1
49396008,Elp4,ELP4
49396009,Agk,AGK
49396010,Nufip1,NUFIP1
49396011,Ccdc71,CCDC71
49396012,Fan1,FAN1
49396013,Arap1,ARAP1
49396014,Gpr137c,GPR137C
49396015,Mark3,MARK3
49396016,Fam174c,FAM174C
49396017,Zfp644,ZNF644
49396018,Ibtk,IBTK
49396019,Orc3,ORC3
49396020,Slc25a32,SLC25A32
49396021,Cip2a,CIP2A
49396022,Yars2,YARS2
49396023,Ccnyl1,CCNYL2
49396024,Tpcn2,TPCN2
49396025,Adad1,ADAD1
49396026,Sh3rf1,SH3RF1
49396027,Lcorl,LCORL
49396028,Fam114a2,FAM114A2
49396029,Arid2,ARID2
49396030,Zmpste24,ZMPSTE24
49396031,Wrap73,WRAP73
49396032,Zdhhc18,ZDHHC18
49396033,Iars1,IARS1
