DB.Class.Key,Symbol.x,Symbol.y
49408170,Fam229b,FAM229B
49408171,Fam236e,FAM236A
49408172,Fam236f,FAM236A
49408173,Fam236d,FAM236A
49408174,Fam236c,FAM236A
49408175,Fam237a,FAM237A
49408176,Fam237b,FAM237B
49408177,Fam240a,FAM240A
49408178,Fam240b,FAM240B
49408179,Fam241b,FAM241B
49408180,Fam246a,FAM246A
49408181,Fam24a,FAM24A
49408182,Fam24b,FAM24A
49408183,Fam25a,FAM25A
49408184,Fam3b,FAM3B
49408185,Fam3d,FAM3D
49408186,Fam53a,FAM53A
49408187,Fam76a,FAM76A
49408188,Fam81a,FAM81A
49408189,Fam83a,FAM83A
49408190,Fam90a1b,FAM90A1
49408191,Fam90a1a,FAM90A2P
49408192,Fam98c,FAM98C
49408193,Fancd2os,FANCD2OS
49408194,Fastkd5,FASTKD5
49408195,Fate1,FATE1
49408196,Fbf1,FBF1
49408197,Fbln7,FBLN7
49408198,Fbxl12,FBXL12
49408199,Fbxl16,FBXL16
49408200,Fbxl21,FBXL21P
49408201,Fbxl8,FBXL8
49408202,Fbxo17,FBXO17
49408203,Fbxo24,FBXO24
49408204,Fbxo27,FBXO27
49408205,Fbxo33,FBXO33
49408206,Fbxo39,FBXO39
49408207,Fbxo47,FBXO47
49408208,Fbxw28,FBXW12
49408209,Fbxw13,FBXW12
49408210,Fbxw20,FBXW12
49408211,Fbxw16,FBXW12
49408212,Fbxw18,FBXW12
49408213,Fbxw19,FBXW12
49408214,Fbxw15,FBXW12
49408215,Fbxw24,FBXW12
49408216,Fbxw22,FBXW12
49408217,Fbxw26,FBXW12
49408218,Fbxw25,FBXW12
49408219,Fbxw27,FBXW12
49408220,Fbxw14,FBXW12
49408221,Fbxw21,FBXW12
49408222,Fbxw7as1,FBXW7-AS1
49408223,Fcer1a,FCER1A
49408224,Fcer2a,FCER2
49408225,Fcgbpl1,FCGBP
49408226,Fcgbp,FCGBP
49408227,Fcgr3,FCGR2A
49408228,Fcgr4,FCGR3A
49408229,Fcgrt,FCGRT
49408230,Fchsd1,FCHSD1
49408231,Fchsd2,FCHSD2
49408232,Fcmr,FCMR
49408233,Fcna,FCN1
49408234,Fcnb,FCN1
49408235,Fcrl1,FCRL1
49408236,Fcrl5,FCRL3
49408237,Fcrl6,FCRL6
49408238,Fcsk,FCSK
49408239,Fendrr,FENDRR
49408240,Fer1l5,FER1L5
49408241,Ferd3l,FERD3L
49408242,Ffar4,FFAR4
49408243,Fgd2,FGD2
49408244,Firre,FIRRE
49408245,Fiz1,FIZ1
49408246,Fkbp4,FKBP4
49408247,Flacc1,FLACC1
49408248,Flg2,FLG2
49408249,Flt3l,FLT3LG
49408250,Flywch1,FLYWCH1
49408251,Flywch2,FLYWCH2
49408252,Fmc1,FMC1
49408253,Fmr1nb,FMR1NB
49408254,Fn1,FN1
49408255,Fndc1,FNDC1
49408256,Fndc11,FNDC11
49408257,Fndc8,FNDC8
49408258,Fndc9,FNDC9
49408259,Foxc2,FOXC2
49408260,Foxd4,FOXD4
49408261,Foxj2,FOXJ2
49408262,Foxs1,FOXS1
49408263,Fra10ac1,FRA10AC1
49408264,Frem3,FREM3
49408265,Frey1,FREY1
49408266,Frg2f1,FRG2
49408267,Frrs1l,FRRS1L
49408268,Fsbp,FSBP
49408269,Fscb,FSCB
49408270,Fscn3,FSCN3
49408271,Fsd2,FSD2
49408272,Fsip2,FSIP2
49408273,Fsip2l,FSIP2LP
49408274,Ftx,FTX
49408275,Fut1,FUT1
49408276,Fut2,FUT2
49408277,Sec1,FUT2
49408278,Fut4,FUT4
49408279,Fxyd2,FXYD2
49408280,Fxyd3,FXYD3
49408281,Fxyd4,FXYD4
49408282,Fxyd5,FXYD5
49408283,Fxyd7,FXYD7
49408284,Fzd10os,FZD10-AS1
49408285,G6pc2,G6PC2
49408286,Gabre,GABRE
49408287,Gabrg3,GABRG3
49408288,Gabrq,GABRQ
49408289,Gadl1,GADL1
49408290,Gal3st2b,GAL3ST2
49408291,Gal3st2c,GAL3ST2
49408292,Galnt10,GALNT10
49408293,Galnt15,GALNT15
49408294,Galnt16,GALNT16
49408295,Galnt5,GALNT5
49408296,Galnt9,GALNT9
49408297,Galp,GALP
49408298,Gapt,GAPT
49408299,Garin1a,GARIN1A
49408300,Garin1b,GARIN1B
49408301,Garin2,GARIN2
49408302,Garin3,GARIN3
49408303,Garin4,GARIN4
49408304,Garin5a,GARIN5A
49408305,Garin5b,GARIN5B
49408306,Garre1,GARRE1
49408307,Gas2l2,GAS2L2
49408308,Gast,GAST
49408309,Gcat,GCAT
49408310,Gcc2,GCC2
49408311,Gck,GCK
49408312,Gcm1,GCM1
49408313,Gcnt1,GCNT1
49408314,Gcnt3,GCNT3
49408315,Gcsam,GCSAM
49408316,Gdf15,GDF15
49408317,Gen1,GEN1
49408318,Gfy,GFY
49408319,Gga2,GGA2
49408320,Ggn,GGN
49408321,Ggnbp1,GGNBP1
49408322,Ggt7,GGT7
49408323,Ggta1,GGTA1
49408324,Gimap6,GIMAP6
49408325,Gimd1,GIMD1
49408326,Gin1,GIN1
49408327,Gja6,GJA6P
49408328,Gjc3,GJC3
49408329,Gjd2os,GJD2-DT
49408330,Gjd3,GJD3
49408331,Gkn1,GKN1
49408332,Gkn2,GKN2
49408333,Gkn3,GKN3P
49408334,Gla,GLA
49408335,Glis1,GLIS1
49408336,Glp1r,GLP1R
49408337,Glp2r,GLP2R
49408338,Glt6d1,GLT6D1
49408339,Glycam1,GLYCAM1
49408340,Gml2,GML
49408341,Gml,GML
49408342,Gna14,GNA14
49408343,Gnasas1,GNAS-AS1
49408344,Gnat3,GNAT3
49408345,Gng10,GNG10
49408346,Gng2,GNG2
49408347,Gng4,GNG4
49408348,Gnrh1,GNRH1
49408349,Golga3,GOLGA3
49408350,Gon7,GON7
49408351,Got1l1,GOT1L1
49408352,Gp1ba,GP1BA
49408353,Gp5,GP5
49408354,Gpatch2l,GPATCH2L
49408355,Gpatch8,GPATCH8
49408356,Gpbp1,GPBP1
49408357,Gpihbp1,GPIHBP1
49408358,Gpld1,GPLD1
49408359,Gpr108,GPR108
49408360,Gpr119,GPR119
49408361,Gpr135,GPR135
49408362,Gpr141b,GPR141BP
49408363,Gm7582,GPR148
49408364,Gm15433,GPR148
49408365,Gm7592,GPR148
49408366,Gm7609,GPR148
49408367,Gpr149,GPR149
49408368,Gpr15,GPR15
49408369,Gpr150,GPR150
49408370,Gpr152,GPR152
49408371,Gpr153,GPR153
49408372,Gpr15lg,GPR15LG
49408373,Gpr162,GPR162
49408374,Gpr165,GPR165P
49408375,Gpr21,GPR21
49408376,Gpr6,GPR6
49408377,Gpr68,GPR68
49408378,Gpr82,GPR82
49408379,Gpr87,GPR87
49408380,Gprasp1,GPRASP1
49408381,Bhlhb9,GPRASP3
49408382,Gprc5a,GPRC5A
49408383,Gprc5d,GPRC5D
49408384,Gprin1,GPRIN1
49408385,Gpsm3,GPSM3
49408386,Gramd2b,GRAMD2B
49408387,Grep1,GREP1
49408388,Grhl1,GRHL1
49408389,Grk2,GRK2
49408390,Grk3,GRK3
49408391,Grp,GRP
49408392,Grsf1,GRSF1
49408393,Grxcr2,GRXCR2
49408394,Gsc2,GSC2
49408395,Gsdma3,GSDMA
49408396,Gsdma,GSDMA
49408397,Gsdma2,GSDMA
49408398,Gsdmc,GSDMC
49408399,Gsdmc4,GSDMC
49408400,Gsdmc2,GSDMC
49408401,Gsdmc3,GSDMC
49408402,Gsdmd,GSDMD
49408403,Gsg1,GSG1
49408404,Gtf2h3,GTF2H3
49408405,Gtf2i,GTF2I
49408406,Gtf2ird2,GTF2IRD2
49408407,Gtf3c1,GTF3C1
49408408,Gtsf1l,GTSF1L
49408409,Guca2a,GUCA2A
49408410,Guca2b,GUCA2B
49408411,Gucy1b2,GUCY1B2
49408412,Gulo,GULOP
49408413,Gypa,GYPA
49408414,Gzmm,GZMM
49408415,H1f7,H1-7
49408416,H1f9,H1-9P
49408417,H19,H19
49408418,H2ab3,H2AB1
49408419,H2ab1,H2AB1
49408420,H2ab2,H2AB1
49408421,H2ac1,H2AC1
49408422,H2al1m,H2AL1MP
49408423,H2al1h,H2AL3
49408424,H2al1a,H2AL3
49408425,H2al1b,H2AL3
49408426,H2al1n,H2AL3
49408427,H2al1f,H2AL3
49408428,H2al1j,H2AL3
49408429,H2al3,H2AL3
49408430,H2al1e,H2AL3
49408431,H2al2b,H2AL3
49408432,H2al1i,H2AL3
49408433,H2al1d,H2AL3
49408434,H2al1g,H2AL3
49408435,H2al2c,H2AL3
49408436,H2al1c,H2AL3
49408437,H2al2a,H2AL3
49408438,H2al1o,H2AL3
49408439,H2al1k,H2AL3
49408440,H2ap,H2AP
49408441,H2bl1,H2BL1P
49408442,H2bw2,H2BW1
49408443,H3f4,H3-4
49408444,H3c10,H3C1
49408445,H3c8,H3C1
49408446,H3c1,H3C1
49408447,H3c11,H3C1
49408448,Haghl,HAGHL
49408449,Hand1,HAND1
49408450,Timd6,HAVCR1
49408451,Timd2,HAVCR1
49408452,Timd5,HAVCR1
49408453,Hcfc1r1,HCFC1R1
49408454,Hck,HCK
49408455,Hcn1,HCN1
49408456,Hcrtr1,HCRTR1
49408457,Hdac2,HDAC2
49408458,Hdgf,HDGF
49408459,Hdgfl1,HDGFL1
49408460,Heatr9,HEATR9
49408461,Hectd4,HECTD4
49408462,Heph,HEPH
49408463,Herpud1,HERPUD1
49408464,Hhat,HHAT
49408465,Hhipl1,HHIPL1
49408466,Hhla1,HHLA1
49408467,Higd1b,HIGD1B
49408468,Hilpda,HILPDA
49408469,Hipk4,HIPK4
49408470,Hivep3,HIVEP3
49408471,Hjurp,HJURP
49408472,Hk3,HK3
49408473,H2-DMa,HLA-DMA
49408474,H2-DMb1,HLA-DMB
49408475,H2-DMb2,HLA-DMB
49408476,Hmgb4,HMGB4
49408477,Hmgn1,HMGN1
49408478,Hmgn5,HMGN5
49408479,Hnrnpa2b1,HNRNPA2B1
49408480,Hnrnpll,HNRNPLL
49408481,Hnrnpul2,HNRNPUL2
49408482,Hotair,HOTAIR
49408483,Hotairm1,HOTAIRM1
49408484,Hottip,HOTTIP
49408485,Hoxaas3,HOXA-AS3
49408486,Hoxa11os,HOXA11-AS
49408487,Hoxa6,HOXA6
49408488,Hoxa7,HOXA7
49408489,Hoxd1,HOXD1
49408490,Hoxd8,HOXD8
49408491,Hpgds,HPGDS
49408492,Hps6,HPS6
49408493,Hr,HR
49408494,Hrc,HRC
49408495,Hrct1,HRCT1
49408496,Hrg,HRG
49408497,Hrk,HRK
49408498,Hrnr,HRNR
49408499,Hs3st5,HS3ST5
49408500,Hsbp1l1,HSBP1L1
49408501,Hsd17b11,HSD17B11
49408502,Hsd17b13,HSD17B13
49408503,Hsfy2,HSFY1
49408504,Hspa2,HSPA2
49408505,Hymai,HYMAI
49408506,Iapp,IAPP
49408507,Iars2,IARS2
49408508,Ibsp,IBSP
49408509,Icam4,ICAM4
49408510,Ice2,ICE2
49408511,Icos,ICOS
49408512,Icosl,ICOSLG
49408513,Idh3b,IDH3B
49408514,Idi2,IDI2
49408515,Idnk,IDNK
49408516,Ifi207,IFI16
49408517,Mndal,IFI16
49408518,Ifi202b,IFI16
49408519,Ifitm10,IFITM10
49408520,Ifngas1,IFNG-AS1
49408521,Ifnl2,IFNL1
49408522,Ifnl3,IFNL1
49408523,Ift25,IFT25
49408524,Ift43,IFT43
49408525,Igf2os,IGF2-AS
49408526,Igfbp4,IGFBP4
49408527,Igfbpl1,IGFBPL1
49408528,Igfl3,IGFL2
49408529,Igha,IGHA1
49408530,Ighd,IGHD
49408531,Ighe,IGHE
49408532,Ighg,IGHG1
49408533,Ighg2c,IGHG1
49408534,Ighg2a,IGHG1
49408535,Ighg2b,IGHG1
49408536,Ighg1,IGHG1
49408537,Ighg3,IGHG1
49408538,Ighj1,IGHJ2
49408539,Ighj2,IGHJ4
49408540,Ighv8-5,IGHV2-26
49408541,Ighv8-13,IGHV2-26
49408542,Ighv8-6,IGHV2-26
49408543,Ighv8-4,IGHV2-26
49408544,Ighv8-12,IGHV2-26
49408545,Ighv8-8,IGHV2-26
49408546,Ighv8-9,IGHV2-26
49408547,Ighv8-2,IGHV2-26
49408548,Ighv8-11,IGHV2-26
49408549,Ighv5-15,IGHV3-11
49408550,Ighv5-17,IGHV3-11
49408551,Ighv5-12-4,IGHV3-13
49408552,Ighv7-4,IGHV3-13
49408553,Ighv5-12,IGHV3-13
49408554,Ighv5-9,IGHV3-13
49408555,Ighv7-3,IGHV3-13
49408556,Ighv5-4,IGHV3-13
49408557,Ighv5-6,IGHV3-13
49408558,Ighv7-1,IGHV3-15
49408559,Ighv5-9-1,IGHV3-48
49408560,Ighv5-16,IGHV3-48
49408561,Ighv6-5,IGHV3-72
49408562,Ighv6-3,IGHV3-72
49408563,Ighv6-7,IGHV3-72
49408564,Ighv6-6,IGHV3-72
49408565,Ighv10-1,IGHV3-73
49408566,Ighv3-4,IGHV4-28
49408567,Ighv3-1,IGHV4-28
49408568,Ighv3-6,IGHV4-28
49408569,Ighv3-5,IGHV4-30-2
49408570,Ighv12-3,IGHV4-39
49408571,Ighv3-8,IGHV4-39
49408572,Igip,IGIP
49408573,Igkc,IGKC
49408574,Igkv9-123,IGKV1-12
49408575,Igkv12-38,IGKV1-27
49408576,Igkv1-132,IGKV2-24
49408577,Igkv1-131,IGKV2-24
49408578,Igkv1-35,IGKV2-24
49408579,Igkv2-109,IGKV2-28
49408580,Igkv2-112,IGKV2-29
49408581,Igkv2-137,IGKV2-40
49408582,Igkv3-1,IGKV3-11
49408583,Igkv18-36,IGKV3-11
49408584,Igkv6-32,IGKV4-1
49408585,Igkv8-28,IGKV4-1
49408586,Igkv8-27,IGKV4-1
49408587,Igkv6-13,IGKV4-1
49408588,Igkv6-23,IGKV4-1
49408589,Igkv8-16,IGKV4-1
49408590,Igkv17-121,IGKV5-2
49408591,Igkv17-127,IGKV5-2
49408592,Iglc2,IGLC2
49408593,Iglc4,IGLC2
49408594,Igkv9-124,IGLV1-40
49408595,Iglv3,IGLV4-3
49408596,Iglv1,IGLV7-43
49408597,Igsf1,IGSF1
49408598,Igsf11,IGSF11
49408599,Igsf23,IGSF23
49408600,Iho1,IHO1
49408601,Ikzf3,IKZF3
49408602,Il17b,IL17B
49408603,Il17rb,IL17RB
49408604,Il17re,IL17RE
49408605,Il18,IL18
49408606,Il18bp,IL18BP
49408607,Il18r1,IL18R1
49408608,Il18rap,IL18RAP
49408609,Il1a,IL1A
49408610,Il1f10,IL1F10
49408611,Il1r1,IL1R1
49408612,Il1r2,IL1R2
49408613,Il1rl2,IL1RL2
49408614,Il2,IL2
49408615,Il20rb,IL20RB
49408616,Il22b,IL22
49408617,Il23a,IL23A
49408618,Il24,IL24
49408619,Il25,IL25
49408620,Il27,IL27
49408621,Il27ra,IL27RA
49408622,Il2ra,IL2RA
49408623,Il3,IL3
49408624,Il31,IL31
49408625,Il31ra,IL31RA
49408626,Il33,IL33
49408627,Il36rn,IL36RN
49408628,Il3ra,IL3RA
49408629,Il4i1b,IL4I1
49408630,Il5,IL5
49408631,Il5ra,IL5RA
49408632,Il7,IL7
49408633,Il9,IL9
49408634,Il9r,IL9R
49408635,Immp1l,IMMP1L
49408636,Inafm1,INAFM1
49408637,Inca1,INCA1
49408638,Inhbc,INHBC
49408639,Inhbe,INHBE
49408640,Ino80dos,INO80D-AS1
49408641,Inpp5a,INPP5A
49408642,Insc,INSC
49408643,Insl6,INSL6
49408644,Insm2,INSM2
49408645,Insrr,INSRR
49408646,Insyn2b,INSYN2B
49408647,Ip6k3,IP6K3
49408648,Ipo5,IPO5
49408649,Iqank1,IQANK1
49408650,Iqca1l,DRC11L
49408651,Iqcf1,IQCF1
49408652,Iqcf4,IQCF4P
49408653,Iqcf5,IQCF5
49408654,Iqcf6,IQCF6
49408655,Iqcj,IQCJ
49408656,Iqcm,IQCM
49408657,Iqcn,IQCN
49408658,Irak2,IRAK2
49408659,Irgm1,IRGM
49408660,Igtp,IRGM
49408661,Irgm2,IRGM
49408662,Irgq,IRGQ
49408663,Isx,ISX
49408664,Isyna1,ISYNA1
49408665,Itfg1,ITFG1
49408666,Itgb2l,ITGB2
49408667,Itm2a,ITM2A
49408668,Itpka,ITPKA
49408669,Itpripl1,ITPRIPL1
49408670,Itpripl2,ITPRIPL2
49408671,Ivl,IVL
49408672,Iws1,IWS1
49408673,Izumo1,IZUMO1
49408674,Izumo2,IZUMO2
49408675,Izumo3,IZUMO3
49408676,Izumo4,IZUMO4
49408677,Jaml,JAML
49408678,Jchain,JCHAIN
49408679,Jhy,JHY
49408680,Jph4,JPH4
49408681,Jpx,JPX
49408682,Jrk,JRK
49408683,Jrkl,JRKL
49408684,Jsrp1,JSRP1
49408685,Jund,JUND
49408686,Kantr,KANTR
49408687,Kash5,KASH5
49408688,Katnip,KATNIP
49408689,Kbtbd11,KBTBD11
49408690,Kbtbd3,KBTBD3
49408691,Kcna5,KCNA5
49408692,Kcnab3,KCNAB3
49408693,Kcne1,KCNE1
49408694,Kcne2,KCNE2
49408695,Kcne3,KCNE3
49408696,Kcne4,KCNE4
49408697,Kcne5,KCNE5
49408698,Kcnk15,KCNK15
49408699,Kcnk16,KCNK16
49408700,Kcnk3,KCNK3
49408701,Kcnmb4,KCNMB4
49408702,Kcnq1ot1,KCNQ1OT1
49408703,Kcnq4,KCNQ4
49408704,Kcnrg,KCNRG
49408705,Kcns2,KCNS2
49408706,Kcnu1,KCNU1
49408707,Kctd11,KCTD11
49408708,Kctd18,KCTD18
49408709,Kctd19,KCTD19
49408710,Kctd21,KCTD21
49408711,Kctd3,KCTD3
49408712,Kdelr1,KDELR1
49408713,Kdm1b,KDM1B
49408714,Kdm3a,KDM3A
49408715,Kdm4d,KDM4D
49408716,Kdm5d,KDM5D
49408717,Kel,KEL
49408718,Khdc1a,KHDC1
49408719,Khdc1b,KHDC1
49408720,Khdc1c,KHDC1
49408721,Khdc3,KHDC3L
49408722,4930523C07Rik,KIAA0040
49408723,D5Ertd579e,KIAA0232
49408724,9330159F19Rik,KIAA0408
49408725,Gm14569,KIAA1210
49408726,E130308A19Rik,KIAA1958
49408727,Gm973,KIAA2012
49408728,Kif11,KIF11
49408729,Kif12,KIF12
49408730,Kif18b,KIF18B
49408731,Kif24,KIF24
49408732,Kif27,KIF27
49408733,Kif2b,KIF2B
49408734,Kif9,KIF9
49408735,Kir3dl1,KIR2DL1
49408736,Kir3dl2,KIR2DL1
49408737,Kirrel2,KIRREL2
49408738,Klf14,KLF14
49408739,Klf16,KLF16
49408740,Klhdc1,KLHDC1
49408741,Klhdc7a,KLHDC7A
49408742,Klhdc7b,KLHDC7B
49408743,Klhdc9,KLHDC9
49408744,Klhl1,KLHL1
49408745,Klhl28,KLHL28
49408746,Klhl29,KLHL29
49408747,Klhl33,KLHL33
49408748,Klhl34,KLHL34
49408749,Klhl6,KLHL6
49408750,Klhl9,KLHL9
49408751,Klk1b26,KLK1
49408752,Egfbp2,KLK1
49408753,Klk1b1,KLK1
49408754,Klk1b27,KLK1
49408755,Klk1b3,KLK1
49408756,Klk1b22,KLK1
49408757,Klk1b11,KLK1
49408758,Klk1b24,KLK1
49408759,Klk1b8,KLK1
49408760,Klk1b9,KLK1
49408761,Klk1b5,KLK1
49408762,Klk1,KLK1
49408763,Klk1b21,KLK1
49408764,Klk1b4,KLK1
49408765,Klk1b16,KLK1
49408766,Klk10,KLK10
49408767,Klk11,KLK11
49408768,Klk13,KLK13
49408769,Klk14,KLK14
49408770,Klk15,KLK15
49408771,Klk4,KLK4
49408772,Klk5,KLK5
49408773,Klk6,KLK6
49408774,Klk7,KLK7
49408775,Klk8,KLK8
49408776,Klk9,KLK9
49408777,Klkb1,KLKB1
49408778,Klrb1,KLRB1
49408779,Klrb1f,KLRB1
49408780,Klrb1c,KLRB1
49408781,Klrb1b,KLRB1
49408782,Klrb1a,KLRB1
49408783,Klrc1,KLRC1
49408784,Klrc2,KLRC2
49408785,Klrc3,KLRC3
49408786,Klrk1,KLRC4-KLRK1
49408787,Klrd1,KLRD1
49408788,Klrg1,KLRG1
49408789,Klrg2,KLRG2
49408790,Kndc1,KNDC1
49408791,Kplce,KPLCE
49408792,Kpnb1,KPNB1
49408793,Kprp,KPRP
49408794,Kras,KRAS
49408795,Krba1,KRBA1
49408796,Krbox5,KRBOX5
49408797,Zfp658,KRBOX5
49408798,Krcc1,KRCC1
49408799,Kremen2,KREMEN2
49408800,Krt10,KRT10
49408801,Krt20,KRT20
49408802,Krt23,KRT23
49408803,Krt24,KRT24
49408804,Krt25,KRT25
49408805,Krt26,KRT26
49408806,Krt27,KRT27
49408807,Krt28,KRT28
49408808,Krt32,KRT32
49408809,Krt33a,KRT33A
49408810,Krt33b,KRT33A
49408811,Krt35,KRT35
49408812,Krt36,KRT36
49408813,Krt39,KRT39
49408814,Krt40,KRT40
49408815,Krt80,KRT80
49408816,Krt88,KRT88P
49408817,Krt9,KRT9
49408818,Krtap1-5,KRTAP1-1
49408819,Krtap1-3,KRTAP1-1
49408820,Krtap9-3,KRTAP1-1
49408821,Krtap1-4,KRTAP1-1
49408822,Krtap10-4,KRTAP10-1
49408823,Krtap10-10,KRTAP10-1
49408824,Krtap10-28,KRTAP10-1
49408825,Krtap10-22,KRTAP10-1
49408826,Krtap10-33,KRTAP10-1
49408827,Krtap10-23,KRTAP10-1
49408828,Krtap10-31,KRTAP10-1
49408829,Krtap10-25,KRTAP10-1
49408830,Krtap10-21,KRTAP10-1
49408831,Krtap10-32,KRTAP10-1
49408832,Krtap10-20,KRTAP10-1
49408833,Krtap10-27,KRTAP10-1
49408834,Krtap10-26,KRTAP10-1
49408835,Krtap10-24,KRTAP10-1
49408836,Krtap10-30,KRTAP10-1
49408837,Krtap10-29,KRTAP10-1
49408838,Krtap10-34,KRTAP10-1
49408839,Krtap11-1,KRTAP11-1
49408840,Krtap12-21,KRTAP12-1
49408841,Krtap12-22,KRTAP12-1
49408842,Krtap12-20,KRTAP12-1
49408843,Krtap12-23,KRTAP12-2
49408844,Krtap12-1,KRTAP12-2
49408845,Krtap13-20,KRTAP13-1
49408846,Krtap13-1,KRTAP13-1
49408847,Krtap13,KRTAP13-1
49408848,Krtap13-22,KRTAP13-2
49408849,Krtap13-23,KRTAP13-2
49408850,Krtap13-21,KRTAP13-2
49408851,Krtap13-24,KRTAP13-3
49408852,Krtap15-1,KRTAP15-1
49408853,Krtap16-1,KRTAP16-1
49408854,Krtap17-1,KRTAP17-1
49408855,Krtap19-3,KRTAP19-1
49408856,Krtap19-1,KRTAP19-1
49408857,Krtap16-3,KRTAP19-1
49408858,Krtap19-4,KRTAP19-3
49408859,Krtap19-2,KRTAP19-5
49408860,Krtap19-5,KRTAP19-8
49408861,Krtap2-20,KRTAP2-1
49408862,Krtap2-4,KRTAP2-1
49408863,Krtap2-22,KRTAP2-1
49408864,Krtap2-21,KRTAP2-1
49408865,Krtap20-1,KRTAP20-1
49408866,Krtap20-22,KRTAP20-1
49408867,Krtap20-21,KRTAP20-2
49408868,Krtap20-24,KRTAP20-2
49408869,krtap20-23,KRTAP20-2
49408870,Krtap20-2,KRTAP20-2
49408871,Krtap20-20,KRTAP20-2
49408872,Krtap24-1,KRTAP24-1
49408873,Krtap26-1,KRTAP26-1
49408874,Krtap27-1,KRTAP27-1
49408875,Krtap29-1,KRTAP29-1
49408876,Krtap3-1,KRTAP3-1
49408877,Krtap3-3,KRTAP3-2
49408878,Krtap3-2,KRTAP3-3
49408879,Krtap4-16,KRTAP4-1
49408880,Krtap4-21,KRTAP4-11
49408881,Krtap4-8,KRTAP4-11
49408882,Krtap4-26,KRTAP4-11
49408883,Krtap4-7,KRTAP4-11
49408884,Krtap4-23,KRTAP4-11
49408885,Krtap4-20,KRTAP4-11
49408886,Krtap4-2,KRTAP4-11
49408887,Krtap4-9,KRTAP4-11
49408888,Krtap4-25,KRTAP4-11
49408889,Krtap4-6,KRTAP4-3
49408890,Krtap5-21,KRTAP5-10
49408891,Krtap5-26,KRTAP5-10
49408892,Krtap5-5,KRTAP5-10
49408893,Krtap5-23,KRTAP5-10
49408894,Krtap5-2,KRTAP5-10
49408895,Krtap5-24,KRTAP5-10
49408896,Krtap5-4,KRTAP5-10
49408897,Krtap5-22,KRTAP5-10
49408898,Krtap5-20,KRTAP5-11
49408899,Gm4553,KRTAP5-2
49408900,Krtap5-1,KRTAP5-2
49408901,Krtap5-25,KRTAP5-4
49408902,Krtap6-3,KRTAP6-1
49408903,Krtap6-6,KRTAP6-1
49408904,Krtap6-1,KRTAP6-1
49408905,Krtap6-7,KRTAP6-1
49408906,Krtap6-5,KRTAP6-1
49408907,Krtap7-1,KRTAP7-1
49408908,Krtap8-1,KRTAP8-1
49408909,Krtap9-5,KRTAP9-1
49408910,Krtap9-21,KRTAP9-2
49408911,Krtap9-1,KRTAP9-2
49408912,Krtap9-20,KRTAP9-4
49408913,Krtap9-22,KRTAP9-4
49408914,Krtcap3,KRTCAP3
49408915,Krtdap,KRTDAP
49408916,L1td1,L1TD1
49408917,L3hypdh,L3HYPDH
49408918,Lag3,LAG3
49408919,Lage3,LAGE3
49408920,Lair1,LAIR1
49408921,Lancl3,LANCL3
49408922,Laptm5,LAPTM5
49408923,B230217C12Rik,LASP1NB
49408924,Lat2,LAT2
49408925,Lax1,LAX1
49408926,Lbhd1,LBHD1
49408927,Lbp,LBP
49408928,Lca5l,LCA5L
49408929,Lce1h,LCE1A
49408930,Lce1c,LCE1B
49408931,Lce1d,LCE1B
49408932,Lce1g,LCE1B
49408933,Lce1f,LCE1B
49408934,Lce1b,LCE1B
49408935,Lce1l,LCE1B
49408936,Lce1a2,LCE1B
49408937,Lce1i,LCE1B
49408938,Lce1a1,LCE1B
49408939,Lce1e,LCE1B
49408940,Lce1j,LCE1B
49408941,Lce1k,LCE1B
49408942,Lce3c,LCE3A
49408943,Lce3b,LCE3A
49408944,Lce3a,LCE3B
49408945,Lce3f,LCE3B
49408946,Lce3d,LCE3B
49408947,Lce3e,LCE3B
49408948,Lce6a,LCE6A
49408949,2210017I01Rik,LCE7A
49408950,Lcmt2,LCMT2
49408951,Lcn10,LCN10
49408952,Lcn15,LCN15
49408953,Lcn6,LCN6
49408954,Lcn8,LCN8
49408955,Lcn9,LCN9
49408956,Ldaf1,LDAF1
49408957,Ldc1,LDC1P
49408958,Ldlrad1,LDLRAD1
49408959,Ldoc1,LDOC1
49408960,Lelp1,LELP1
49408961,Lemd2,LEMD2
49408962,Lgals12,LGALS12
49408963,Lgals6,LGALS4
49408964,Lgals7,LGALS7
49408965,Lgr5,LGR5
49408966,Lgr6,LGR6
49408967,Lhfpl1,LHFPL1
49408968,Lhfpl7,LHFPL7
49408969,AI606473,LHX8-AS1
49408970,Liat1,LIAT1
49408971,Lif,LIF
49408972,Pira12,LILRA1
49408973,Lilra6,LILRA1
49408974,Pira2,LILRA1
49408975,Pirb,LILRA1
49408976,Pira13,LILRA1
49408977,Lncpint,LINC-PINT
49408978,9030622O22Rik,LINC00261
49408979,2610035D17Rik,LINC00673
49408980,AI480526,LINC01089
49408981,Lncenc1,LINC01157
49408982,9330117O12Rik,LINC01170
49408983,D030068K23Rik,LINC01572
49408984,Nkx2-2os,LINC01727
49408985,Gm32929,LINC02915
49408986,Lincmd1,LINCMD1
49408987,Lipk,LIPK
49408988,Lipm,LIPM
49408989,Lipn,LIPN
49408990,Lkaaear1,LKAAEAR1
49408991,Llcfc1,LLCFC1
49408992,Lman1l,LMAN1L
49408993,Lmntd1,LMNTD1
49408994,Lmntd2,LMNTD2
49408995,Lmtk2,LMTK2
49408996,Lnp1,LNP1
49408997,Lnpep,LNPEP
49408998,Lonp1,LONP1
